"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-10-23 03:33:50",1761190430027,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/error","GET","",-1,"cjnb6-1761190429663-4f188bfe5628","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2H9G0TBFZHS6ESZVTEDV","",-1
"2025-10-23 03:33:50",1761190430013,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",-1,"hq2gx-1761190429636-220b24273693","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2H96Z3SGX9MZVDAXFRKS","",-1
"2025-10-23 03:33:50",1761190430000,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/error","GET","",500,"cjnb6-1761190429663-4f188bfe5628","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",12,"iad1",120,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2H9G0TBFZHS6ESZVTEDV","EUJZBCypPQnH",1
"2025-10-23 03:33:49",1761190429990,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",500,"hq2gx-1761190429636-220b24273693","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",13,"iad1",116,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2H96Z3SGX9MZVDAXFRKS","77sBpM0HKN8Z",1
"2025-10-23 03:33:49",1761190429768,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/error","GET","",200,"cjnb6-1761190429663-4f188bfe5628","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2H2948SQBPPKPDPBCJNV","zB2JxF9SQ769",-1
"2025-10-23 03:33:49",1761190429752,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",200,"hq2gx-1761190429636-220b24273693","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2H1RM3SBPRKKYXJ05CWT","YYuM9piitvSy",-1
"2025-10-23 03:33:49",1761190429330,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/providers","GET","",-1,"2ppcd-1761190428980-ea9c6d67bca8","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2GKYEQTWKFFN7JKCGJ02","",-1
"2025-10-23 03:33:49",1761190429310,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/providers","GET","",500,"2ppcd-1761190428980-ea9c6d67bca8","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",14,"iad1",116,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2GKYEQTWKFFN7JKCGJ02","77sBpM0HKN8Z",1
"2025-10-23 03:33:49",1761190429084,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/providers","GET","",200,"2ppcd-1761190428980-ea9c6d67bca8","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2GCWV3G1RZZ0X15R0JPQ","YYuM9piitvSy",-1
"2025-10-23 03:33:40",1761190420489,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",-1,"hq2gx-1761190420086-be089c77f3e0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J27YQ93VMQBSZGKDBCA7S","",-1
"2025-10-23 03:33:40",1761190420456,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/error","GET","",-1,"b6r76-1761190420101-1570ad9aa0f6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J27YDHMMPB5M7SKNT2746","",-1
"2025-10-23 03:33:40",1761190420438,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",500,"hq2gx-1761190420086-be089c77f3e0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",47,"iad1",114,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J27YQ93VMQBSZGKDBCA7S","77sBpM0HKN8Z",1
"2025-10-23 03:33:40",1761190420429,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/error","GET","",500,"b6r76-1761190420101-1570ad9aa0f6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",16,"iad1",120,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J27YDHMMPB5M7SKNT2746","EUJZBCypPQnH",1
"2025-10-23 03:33:40",1761190420217,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",200,"hq2gx-1761190420086-be089c77f3e0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J27QSB53GEX2DJ1T1WH30","YYuM9piitvSy",-1
"2025-10-23 03:33:40",1761190420205,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/error","GET","",200,"b6r76-1761190420101-1570ad9aa0f6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J27QDYGKKYFSD37WEKDJZ","zB2JxF9SQ769",-1
"2025-10-23 03:33:39",1761190419838,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/providers","GET","",-1,"5lw94-1761190419412-0b69965a6aa1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J279S3V80E8ZV9HGRFGF0","",-1
"2025-10-23 03:33:39",1761190419769,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/providers","GET","",500,"5lw94-1761190419412-0b69965a6aa1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",42,"iad1",120,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J279S3V80E8ZV9HGRFGF0","EUJZBCypPQnH",1
"2025-10-23 03:33:39",1761190419521,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/providers","GET","",200,"5lw94-1761190419412-0b69965a6aa1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J2721J6XP06Q0A9HA1Q7W","zB2JxF9SQ769",-1
"2025-10-23 03:33:23",1761190403636,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","HEAD","",200,"7kbs7-1761190403533-0f63b26df20d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1QHMAE08G69VW5ZZ0N8P","zB2JxF9SQ769",-1
"2025-10-23 03:33:23",1761190403483,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","OPTIONS","",204,"w565c-1761190403004-e19790380b02","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","PRERENDER","static","/","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:23",1761190403109,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","OPTIONS","",200,"w565c-1761190403004-e19790380b02","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1Q15CHRCANR0JJW315E6","zB2JxF9SQ769",-1
"2025-10-23 03:33:22",1761190402003,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",-1,"7kbs7-1761190401652-a88adf30725f","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1NXVTH1EBBJAA08JF1WE","",-1
"2025-10-23 03:33:21",1761190401979,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",500,"7kbs7-1761190401652-a88adf30725f","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",20,"iad1",120,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1NXVTH1EBBJAA08JF1WE","EUJZBCypPQnH",1
"2025-10-23 03:33:21",1761190401754,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/_log","POST","",200,"7kbs7-1761190401652-a88adf30725f","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1NPTGVTYG6GKDAAGV5JW","zB2JxF9SQ769",-1
"2025-10-23 03:33:21",1761190401478,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",-1,"w565c-1761190400864-b9f4ac8e5429","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1ND5QCE654WD5YTQR10C","",-1
"2025-10-23 03:33:21",1761190401445,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",500,"w565c-1761190400864-b9f4ac8e5429","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",17,"iad1",118,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1ND5QCE654WD5YTQR10C","EUJZBCypPQnH",1
"2025-10-23 03:33:21",1761190401282,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fdashboard",200,"r5tp5-1761190401180-a0d991c9dfc0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1N83F45A1234M4Y9W0KZ","zB2JxF9SQ769",-1
"2025-10-23 03:33:21",1761190401238,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fscan",200,"2ppcd-1761190401134-9b57f350fc4d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1N6PS829XXZ075D4YRGM","zB2JxF9SQ769",-1
