"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-10-23 03:33:21",1761190401000,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/blog","GET","",200,"8mznn-1761190400879-df4e1cadc4b3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1MZ8CMVKBPYCF9HW4K8H","YYuM9piitvSy",-1
"2025-10-23 03:33:20",1761190400985,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/about","GET","",200,"dlvv8-1761190400879-c43ed2d1004d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1MYSRTS9DYTW5VGV76PB","771Sr2FdCpMY",-1
"2025-10-23 03:33:20",1761190400976,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/dashboard","GET","",307,"2ppcd-1761190400870-574b17a9506c","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1MYG8AVA00GQQAKWXB40","zB2JxF9SQ769",-1
"2025-10-23 03:33:20",1761190400970,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/scan","GET","",307,"b6r76-1761190400864-cc83f4b69c5b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1MYASQS1ZKW34H43M4S6","YYuM9piitvSy",-1
"2025-10-23 03:33:20",1761190400968,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",200,"w565c-1761190400864-b9f4ac8e5429","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1MY8DQ87KK3CQK32C1A6","771Sr2FdCpMY",-1
"2025-10-23 03:33:18",1761190398675,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","GET","",200,"hq2gx-1761190398572-aebb4bae792a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1JPK7K3476X16F1VJ7MX","771Sr2FdCpMY",-1
"2025-10-23 03:33:18",1761190398120,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","GET","__vercel_toolbar_code=s7Z8tYT_IEwbdUl",200,"hq2gx-1761190397997-26c1eef32cb0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1J586WKS7DZCXVYXBGXV","771Sr2FdCpMY",-1
"2025-10-23 03:33:14",1761190394468,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",-1,"bj5x2-1761190393516-0b68dbcd01a2","vercel-screenshot/1.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DVR86NTAHFFP8R9XWZ6","",-1
"2025-10-23 03:33:13",1761190393947,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fdashboard",200,"cjg4c-1761190393704-9ff980868cf5","vercel-screenshot/1.0","info","preview","master","PRERENDER","static","/login","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393940,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fscan",200,"ktq8f-1761190393673-1e2313a79f07","vercel-screenshot/1.0","info","preview","master","PRERENDER","static","/login","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393926,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",-1,"29nff-1761190393472-50c26be07238","vercel-screenshot/1.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"[next-auth][error][NO_SECRET] 
https://next-auth.js.org/errors#no_secret Please define a `secret` in production. Error [MissingSecretError]: Please define a `secret` in production.
    at b.assertConfig (.next/server/chunks/644.js:25:64855)
    at q (.next/server/chunks/644.js:25:50510)
    at async g (.next/server/chunks/644.js:17:22154)
    at async a.length.b (.next/server/chunks/644.js:17:23595)
    at async k (.next/server/app/api/auth/[...nextauth]/route.js:1:4061)
    at async g (.next/server/app/api/auth/[...nextauth]/route.js:1:5064) {
  code: 'NO_SECRET'
}","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DVQ8E1AE2RVDVP73V1B","",-1
"2025-10-23 03:33:13",1761190393920,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fscan",200,"qmjtn-1761190393704-e038fd5aa068","vercel-screenshot/1.0","info","preview","master","PRERENDER","static","/login","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393910,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/blog","GET","",200,"j82g7-1761190393536-c69e8f76e291","vercel-screenshot/1.0","info","preview","master","PRERENDER","static","/blog","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393909,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fdashboard",200,"4l8lj-1761190393602-0946b7a72430","vercel-screenshot/1.0","info","preview","master","PRERENDER","static","/login","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393906,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/blog","GET","",200,"jf244-1761190393492-26059ecd07e4","vercel-screenshot/1.0","info","preview","master","PRERENDER","static","/blog","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393874,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/about","GET","",200,"zlx62-1761190393492-669d249ab1dc","vercel-screenshot/1.0","info","preview","master","PRERENDER","static","/about","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393813,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/_next/image","GET","",200,"5sdqq-1761190393273-91d15e37f112","vercel-screenshot/1.0","info","preview","","","static","/_next/image","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393744,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fdashboard",200,"cjg4c-1761190393704-9ff980868cf5","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DWHB1T6YWJHMK0C9HW5","771Sr2FdCpMY",-1
"2025-10-23 03:33:13",1761190393743,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fscan",200,"qmjtn-1761190393704-e038fd5aa068","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DWFJMVDHAE2RNTBHHJ3","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393720,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",500,"bj5x2-1761190393516-0b68dbcd01a2","vercel-screenshot/1.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",568,"iad1",116,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DVR86NTAHFFP8R9XWZ6","EUJZBCypPQnH",1
"2025-10-23 03:33:13",1761190393719,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",500,"29nff-1761190393472-50c26be07238","vercel-screenshot/1.0","error","preview","master","","lambda","/api/auth/[...nextauth]","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",212,"iad1",114,2048,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DVQ8E1AE2RVDVP73V1B","77sBpM0HKN8Z",1
"2025-10-23 03:33:13",1761190393718,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fscan",200,"ktq8f-1761190393673-1e2313a79f07","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DVPBAKSPY54P5A11MGQ","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393661,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/_next/image","GET","",200,"qmjtn-1761190393273-c5b392c2b039","vercel-screenshot/1.0","info","preview","","","static","/_next/image","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393642,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/login","GET","callbackUrl=%2Fdashboard",200,"4l8lj-1761190393602-0946b7a72430","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DSAAZRECJ388ZH7JB31","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393581,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/about","GET","",200,"q86tm-1761190393536-8af5265612e3","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DQD42TF4SZNKPCJHD0H","771Sr2FdCpMY",-1
"2025-10-23 03:33:13",1761190393578,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/blog","GET","",200,"j82g7-1761190393536-c69e8f76e291","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DQAHNPZ49BFNSZZPE9J","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393575,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/scan","GET","",307,"d4z65-1761190393535-e95cdd8bd7fc","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DQ7361CZHDF1D12HJTD","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393575,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/dashboard","GET","",307,"gdd7t-1761190393535-e814cbddf8c4","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DQ7361CZHDF1DYB54GX","771Sr2FdCpMY",-1
"2025-10-23 03:33:13",1761190393568,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/_next/image","GET","",200,"9rvzb-1761190393186-851f9fdc4262","vercel-screenshot/1.0","info","preview","","","static","/_next/image","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:13",1761190393557,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",200,"bj5x2-1761190393516-0b68dbcd01a2","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DPNKG9P984S5ZCVBDGJ","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393535,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/blog","GET","",200,"jf244-1761190393492-26059ecd07e4","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DNZK38YJ0SZHED04FEC","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393534,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/about","GET","",200,"zlx62-1761190393492-669d249ab1dc","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DNY9J76FHNXVGYT5XNV","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393533,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/dashboard","GET","",307,"4l8lj-1761190393492-efb4dc2d74f8","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DNXMKGT459XY9R7J28H","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393533,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/scan","GET","",307,"5sdqq-1761190393492-c135288acf64","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DNXMKGT459XY6WS2SW2","771Sr2FdCpMY",-1
"2025-10-23 03:33:13",1761190393513,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/api/auth/session","GET","",200,"29nff-1761190393472-50c26be07238","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1DN9ZJVYQXEHCWCBYYZM","YYuM9piitvSy",-1
"2025-10-23 03:33:13",1761190393062,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","GET","",200,"bj5x2-1761190393018-a937623a0fde","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1D7635ZNMKBHE9S27ETK","YYuM9piitvSy",-1
"2025-10-23 03:33:12",1761190392876,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","GET","",200,"29nff-1761190392832-602b928834ef","vercel-screenshot/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J1D1CQYT0W3JFX5J10F78","YYuM9piitvSy",-1
"2025-10-23 03:33:01",1761190381811,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/favicon.ico","GET","",200,"4tfnj-1761190381490-6945b9beb9ee","vercel-favicon/1.0","info","preview","master","PRERENDER","static","/favicon.ico","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:01",1761190381350,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","GET","",200,"52nbs-1761190380821-380aff2cd5f3","vercel-favicon/1.0","info","preview","master","PRERENDER","static","/","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:01",1761190381350,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","GET","",200,"5ljzr-1761190380819-7c77841def8f","vercel-favicon/1.0","info","preview","master","PRERENDER","static","/","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","","",-1
"2025-10-23 03:33:01",1761190381044,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","GET","",200,"52nbs-1761190380821-380aff2cd5f3","vercel-favicon/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J11FMW1ZZHCVC018WC7E8","YYuM9piitvSy",-1
"2025-10-23 03:33:01",1761190381002,"nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app/","GET","",200,"5ljzr-1761190380819-7c77841def8f","vercel-favicon/1.0","info","preview","master","","edge-middleware","/src/middleware","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","nutriscan-3qnbq5r4x-uberman99s-projects.vercel.app","dpl_4f98ep19dw4ExSzaYXjnCSxwD21p",-1,"iad1",-1,-1,"","prj_JIsMphyIzuIlghhZj92M5MZy2nzd","","","01K87J11EAQ9QFKMJQA9QT0FZ4","YYuM9piitvSy",-1
